"service","year","month","rows","status","run_tag","ts_utc","error"
yellow,2025,2,ERROR,0,ingesta_20251110_171501,2025-11-10T17:21:19.135402,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(tpep_pickup_datetime,TimestampType,true),StructField(tpep_dropoff_datetime,TimestampType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(RatecodeID,IntegerType,true),StructField(store_and_fwd_flag,StringType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(payment_type,Int"
yellow,2025,3,ERROR,0,ingesta_20251110_171501,2025-11-10T17:21:25.373702,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(tpep_pickup_datetime,TimestampType,true),StructField(tpep_dropoff_datetime,TimestampType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(RatecodeID,IntegerType,true),StructField(store_and_fwd_flag,StringType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(payment_type,Int"
yellow,2025,4,ERROR,0,ingesta_20251110_171501,2025-11-10T17:21:31.768371,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(tpep_pickup_datetime,TimestampType,true),StructField(tpep_dropoff_datetime,TimestampType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(RatecodeID,IntegerType,true),StructField(store_and_fwd_flag,StringType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(payment_type,Int"
yellow,2025,5,ERROR,0,ingesta_20251110_171501,2025-11-10T17:21:38.414005,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(tpep_pickup_datetime,TimestampType,true),StructField(tpep_dropoff_datetime,TimestampType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(RatecodeID,IntegerType,true),StructField(store_and_fwd_flag,StringType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(payment_type,Int"
yellow,2025,6,ERROR,0,ingesta_20251110_171501,2025-11-10T17:21:44.480003,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(tpep_pickup_datetime,TimestampType,true),StructField(tpep_dropoff_datetime,TimestampType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(RatecodeID,IntegerType,true),StructField(store_and_fwd_flag,StringType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(payment_type,Int"
yellow,2025,7,ERROR,0,ingesta_20251110_171501,2025-11-10T17:21:50.398492,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(tpep_pickup_datetime,TimestampType,true),StructField(tpep_dropoff_datetime,TimestampType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(RatecodeID,IntegerType,true),StructField(store_and_fwd_flag,StringType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(payment_type,Int"
yellow,2025,8,ERROR,0,ingesta_20251110_171501,2025-11-10T17:21:57.316256,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(tpep_pickup_datetime,TimestampType,true),StructField(tpep_dropoff_datetime,TimestampType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(RatecodeID,IntegerType,true),StructField(store_and_fwd_flag,StringType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(payment_type,Int"
yellow,2025,9,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:03.753523,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(tpep_pickup_datetime,TimestampType,true),StructField(tpep_dropoff_datetime,TimestampType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(RatecodeID,IntegerType,true),StructField(store_and_fwd_flag,StringType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(payment_type,Int"
yellow,2025,10,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:04.305628,HTTP Error 403: Forbidden
yellow,2025,11,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:04.701543,HTTP Error 403: Forbidden
yellow,2025,12,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:05.115995,HTTP Error 403: Forbidden
green,2025,1,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:06.449205,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(lpep_pickup_datetime,TimestampType,true),StructField(lpep_dropoff_datetime,TimestampType,true),StructField(store_and_fwd_flag,StringType,true),StructField(RatecodeID,IntegerType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(fare_amount,Doub"
green,2025,2,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:08.062011,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(lpep_pickup_datetime,TimestampType,true),StructField(lpep_dropoff_datetime,TimestampType,true),StructField(store_and_fwd_flag,StringType,true),StructField(RatecodeID,IntegerType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(fare_amount,Doub"
green,2025,3,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:09.270962,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(lpep_pickup_datetime,TimestampType,true),StructField(lpep_dropoff_datetime,TimestampType,true),StructField(store_and_fwd_flag,StringType,true),StructField(RatecodeID,IntegerType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(fare_amount,Doub"
green,2025,4,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:10.555359,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(lpep_pickup_datetime,TimestampType,true),StructField(lpep_dropoff_datetime,TimestampType,true),StructField(store_and_fwd_flag,StringType,true),StructField(RatecodeID,IntegerType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(fare_amount,Doub"
green,2025,5,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:11.863635,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(lpep_pickup_datetime,TimestampType,true),StructField(lpep_dropoff_datetime,TimestampType,true),StructField(store_and_fwd_flag,StringType,true),StructField(RatecodeID,IntegerType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(fare_amount,Doub"
green,2025,6,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:12.816221,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(lpep_pickup_datetime,TimestampType,true),StructField(lpep_dropoff_datetime,TimestampType,true),StructField(store_and_fwd_flag,StringType,true),StructField(RatecodeID,IntegerType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(fare_amount,Doub"
green,2025,7,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:13.960961,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(lpep_pickup_datetime,TimestampType,true),StructField(lpep_dropoff_datetime,TimestampType,true),StructField(store_and_fwd_flag,StringType,true),StructField(RatecodeID,IntegerType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(fare_amount,Doub"
green,2025,8,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:15.052204,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(lpep_pickup_datetime,TimestampType,true),StructField(lpep_dropoff_datetime,TimestampType,true),StructField(store_and_fwd_flag,StringType,true),StructField(RatecodeID,IntegerType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(fare_amount,Doub"
green,2025,9,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:16.242616,"Column CBD_CONGESTION_FEE not found in schema Some(StructType(StructField(VendorID,IntegerType,true),StructField(lpep_pickup_datetime,TimestampType,true),StructField(lpep_dropoff_datetime,TimestampType,true),StructField(store_and_fwd_flag,StringType,true),StructField(RatecodeID,IntegerType,true),StructField(PULocationID,IntegerType,true),StructField(DOLocationID,IntegerType,true),StructField(passenger_count,IntegerType,true),StructField(trip_distance,DoubleType,true),StructField(fare_amount,Doub"
green,2025,10,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:16.616478,HTTP Error 403: Forbidden
green,2025,11,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:17.257750,HTTP Error 403: Forbidden
green,2025,12,ERROR,0,ingesta_20251110_171501,2025-11-10T17:22:17.675040,HTTP Error 403: Forbidden
yellow,2015,3,OK,13342951,ingesta_20251110_172710,2025-11-10T17:30:40.177805,
yellow,2021,1,OK,1369769,ingesta_20251110_172710,2025-11-10T17:31:00.995131,
yellow,2025,1,OK,3475226,ingesta_20251110_172710,2025-11-10T17:31:33.878966,
yellow,2025,2,OK,3577543,ingesta_20251110_172710,2025-11-10T17:32:14.872554,
yellow,2025,3,OK,4145257,ingesta_20251110_172710,2025-11-10T17:32:50.867885,
yellow,2025,4,OK,3970553,ingesta_20251110_172710,2025-11-10T17:33:27.400457,
yellow,2025,5,OK,4591845,ingesta_20251110_172710,2025-11-10T17:34:06.015843,
yellow,2025,6,OK,4322960,ingesta_20251110_172710,2025-11-10T17:34:43.818977,
yellow,2025,7,OK,3898963,ingesta_20251110_172710,2025-11-10T17:35:18.559199,
yellow,2025,8,OK,3574091,ingesta_20251110_172710,2025-11-10T17:36:03.162645,
yellow,2025,9,OK,4251015,ingesta_20251110_172710,2025-11-10T17:36:38.794276,
yellow,2025,10,ERROR,0,ingesta_20251110_172710,2025-11-10T17:36:39.471657,HTTP Error 403: Forbidden
yellow,2025,11,ERROR,0,ingesta_20251110_172710,2025-11-10T17:36:39.896624,HTTP Error 403: Forbidden
yellow,2025,12,ERROR,0,ingesta_20251110_172710,2025-11-10T17:36:40.295990,HTTP Error 403: Forbidden
green,2025,1,OK,48326,ingesta_20251110_172710,2025-11-10T17:36:43.703281,
green,2025,2,OK,46621,ingesta_20251110_172710,2025-11-10T17:36:45.765869,
green,2025,3,OK,51539,ingesta_20251110_172710,2025-11-10T17:36:47.643727,
green,2025,4,OK,52132,ingesta_20251110_172710,2025-11-10T17:36:49.579532,
green,2025,5,OK,55399,ingesta_20251110_172710,2025-11-10T17:36:51.134354,
green,2025,6,OK,49390,ingesta_20251110_172710,2025-11-10T17:36:52.822665,
green,2025,7,OK,48205,ingesta_20251110_172710,2025-11-10T17:36:54.136387,
green,2025,8,OK,46306,ingesta_20251110_172710,2025-11-10T17:36:55.668114,
green,2025,9,OK,48893,ingesta_20251110_172710,2025-11-10T17:36:56.900804,
green,2025,10,ERROR,0,ingesta_20251110_172710,2025-11-10T17:36:57.456102,HTTP Error 403: Forbidden
green,2025,11,ERROR,0,ingesta_20251110_172710,2025-11-10T17:36:57.869743,HTTP Error 403: Forbidden
green,2025,12,ERROR,0,ingesta_20251110_172710,2025-11-10T17:36:58.275956,HTTP Error 403: Forbidden
